profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
1416,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,241,74,8,18,21,8,0,112,307.05394190871374,33.19502074688797,74.68879668049793,87.13692946058092,33.19502074688797,0.0,464.7302904564316
1485,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,489,142,23,39,11,15,9,250,290.3885480572597,47.03476482617587,79.75460122699387,22.494887525562373,30.67484662576687,18.404907975460123,511.2474437627812
1665,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,402,124,9,27,9,11,6,216,308.45771144278604,22.388059701492537,67.16417910447761,22.388059701492537,27.363184079601986,14.925373134328357,537.3134328358209
1737,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,268,78,8,15,43,10,0,114,291.04477611940297,29.850746268656717,55.97014925373134,160.44776119402985,37.3134328358209,0.0,425.3731343283582
176,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,512,129,17,18,13,14,3,318,251.953125,33.203125,35.15625,25.390625,27.34375,5.859375,621.09375
1871,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,416,152,14,26,5,10,3,206,365.38461538461536,33.65384615384615,62.5,12.019230769230768,24.038461538461537,7.211538461538462,495.1923076923077
1885,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,434,146,11,18,14,11,6,228,336.40552995391704,25.345622119815665,41.47465437788018,32.25806451612903,25.345622119815665,13.824884792626726,525.3456221198156
201,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,491,142,21,24,25,24,5,250,289.2057026476578,42.76985743380855,48.87983706720978,50.91649694501018,48.87983706720978,10.183299389002036,509.1649694501018
2100,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,527,172,18,32,17,9,0,279,326.37571157495256,34.15559772296015,60.72106261859582,32.25806451612903,17.077798861480076,0.0,529.4117647058823
2147,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,366,96,19,25,24,16,12,174,262.2950819672131,51.912568306010925,68.30601092896174,65.57377049180327,43.71584699453552,32.78688524590164,475.40983606557376
2168,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,467,127,26,30,29,22,1,232,271.94860813704497,55.6745182012848,64.23982869379016,62.098501070663815,47.10920770877945,2.1413276231263385,496.7880085653105
2173,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,225,81,6,15,9,7,1,106,360.0,26.666666666666668,66.66666666666667,40.0,31.111111111111114,4.444444444444445,471.11111111111114
221,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,539,160,22,34,15,19,5,284,296.8460111317254,40.816326530612244,63.07977736549165,27.829313543599255,35.25046382189239,9.276437847866418,526.9016697588125
2566,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,234,73,6,16,7,6,0,126,311.96581196581195,25.641025641025642,68.37606837606837,29.914529914529915,25.641025641025642,0.0,538.4615384615385
2589,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,439,132,13,19,9,11,0,255,300.68337129840546,29.6127562642369,43.28018223234624,20.50113895216401,25.056947608200456,0.0,580.865603644647
2660,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,403,119,15,19,20,16,3,211,295.2853598014888,37.220843672456574,47.14640198511166,49.62779156327543,39.702233250620345,7.444168734491315,523.5732009925558
2793,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,203,59,4,8,2,4,0,126,290.64039408866995,19.704433497536947,39.40886699507389,9.852216748768473,19.704433497536947,0.0,620.6896551724138
2795,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,239,72,9,16,3,8,0,131,301.255230125523,37.65690376569037,66.94560669456067,12.552301255230125,33.47280334728033,0.0,548.1171548117154
2860,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,456,148,14,29,8,12,8,237,324.56140350877195,30.701754385964914,63.59649122807018,17.54385964912281,26.315789473684212,17.54385964912281,519.7368421052632
2927,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,287,81,3,21,2,7,2,171,282.22996515679444,10.452961672473867,73.17073170731707,6.968641114982578,24.390243902439025,6.968641114982578,595.8188153310105
307,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,194,47,11,9,8,10,1,108,242.2680412371134,56.701030927835056,46.39175257731959,41.23711340206186,51.54639175257732,5.154639175257732,556.7010309278351
3131,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,440,108,17,21,39,11,12,232,245.45454545454547,38.63636363636364,47.727272727272734,88.63636363636364,25.000000000000004,27.272727272727273,527.2727272727274
377,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,763,227,20,56,17,17,2,424,297.5098296199214,26.212319790301443,73.39449541284404,22.280471821756226,22.280471821756226,2.6212319790301444,555.7011795543906
465,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,317,93,10,27,7,12,0,168,293.3753943217666,31.545741324921135,85.17350157728707,22.082018927444793,37.85488958990536,0.0,529.968454258675
528,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,436,106,24,34,15,17,2,238,243.11926605504587,55.04587155963303,77.98165137614679,34.403669724770644,38.99082568807339,4.587155963302752,545.8715596330276
571,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,348,103,15,35,14,12,7,162,295.97701149425285,43.103448275862064,100.57471264367815,40.229885057471265,34.48275862068965,20.114942528735632,465.5172413793103
6,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,336,104,19,15,8,15,2,173,309.5238095238095,56.54761904761905,44.642857142857146,23.80952380952381,44.642857142857146,5.9523809523809526,514.8809523809524
762,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,348,103,11,24,9,11,0,190,295.97701149425285,31.609195402298848,68.9655172413793,25.86206896551724,31.609195402298848,0.0,545.9770114942528
778,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,214,59,9,15,24,7,2,98,275.70093457943926,42.05607476635514,70.09345794392523,112.14953271028037,32.71028037383178,9.345794392523365,457.94392523364485
930,Adem,Şeker,male,turkish,40,qwen3-4b,Qwen/Qwen3-4B,438,110,9,39,12,7,3,258,251.14155251141554,20.547945205479454,89.04109589041096,27.397260273972606,15.981735159817353,6.849315068493151,589.0410958904109
1416,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,381,132,6,23,5,7,1,207,346.45669291338584,15.748031496062993,60.36745406824147,13.123359580052494,18.37270341207349,2.6246719160104988,543.3070866141733
1485,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,385,118,14,26,21,19,4,183,306.4935064935065,36.36363636363636,67.53246753246754,54.54545454545455,49.35064935064935,10.38961038961039,475.3246753246753
1665,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,435,127,5,20,7,7,4,265,291.95402298850576,11.494252873563218,45.97701149425287,16.091954022988503,16.091954022988503,9.195402298850574,609.1954022988506
1737,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,314,94,11,26,35,9,2,137,299.3630573248408,35.031847133757964,82.80254777070064,111.46496815286625,28.662420382165607,6.369426751592357,436.30573248407643
176,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,278,58,9,20,30,7,5,149,208.63309352517985,32.37410071942446,71.94244604316546,107.91366906474819,25.179856115107913,17.985611510791365,535.9712230215827
1871,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,309,109,12,11,15,9,6,147,352.75080906148867,38.834951456310684,35.59870550161813,48.54368932038835,29.12621359223301,19.417475728155342,475.7281553398059
1885,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,364,116,17,31,9,10,8,173,318.68131868131866,46.7032967032967,85.16483516483517,24.725274725274726,27.472527472527474,21.978021978021978,475.27472527472526
201,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,410,110,22,23,23,20,2,210,268.2926829268293,53.65853658536585,56.09756097560975,56.09756097560975,48.78048780487805,4.878048780487805,512.1951219512194
2100,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,249,69,9,16,9,11,0,135,277.10843373493975,36.144578313253014,64.2570281124498,36.144578313253014,44.17670682730924,0.0,542.1686746987953
2147,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,216,72,11,11,3,13,7,99,333.33333333333337,50.925925925925924,50.925925925925924,13.88888888888889,60.18518518518519,32.407407407407405,458.33333333333337
2168,Ahmet,Akay,male,turkish,38,qwen3-4b,Qwen/Qwen3-4B,307,85,18,16,23,16,1,148,276.87296416938113,58.63192182410424,52.11726384364821,74.9185667752443,52.11726384364821,3.257328990228013,482.08469055374593
