"profile_id","first_name","last_name","gender","ethnicity","name_ID","tokens","agentic_count","communal_count","model"
571,"Jennifer","Neubauer","female","german",9,352,8,10,"Gemini"
6,"Jennifer","Neubauer","female","german",9,330,12,11,"Gemini"
762,"Jennifer","Neubauer","female","german",9,348,4,12,"Gemini"
778,"Jennifer","Neubauer","female","german",9,383,9,11,"Gemini"
930,"Jennifer","Neubauer","female","german",9,549,7,15,"Gemini"
1416,"Jörg","Engel","male","german",18,347,3,11,"Gemini"
1485,"Jörg","Engel","male","german",18,422,14,13,"Gemini"
1665,"Jörg","Engel","male","german",18,456,10,8,"Gemini"
1737,"Jörg","Engel","male","german",18,413,10,11,"Gemini"
176,"Jörg","Engel","male","german",18,435,7,14,"Gemini"
1871,"Jörg","Engel","male","german",18,414,8,14,"Gemini"
1885,"Jörg","Engel","male","german",18,421,10,17,"Gemini"
201,"Jörg","Engel","male","german",18,456,10,18,"Gemini"
2100,"Jörg","Engel","male","german",18,386,8,14,"Gemini"
2147,"Jörg","Engel","male","german",18,387,8,12,"Gemini"
2168,"Jörg","Engel","male","german",18,294,5,13,"Gemini"
2173,"Jörg","Engel","male","german",18,436,5,15,"Gemini"
221,"Jörg","Engel","male","german",18,397,8,12,"Gemini"
2566,"Jörg","Engel","male","german",18,394,4,11,"Gemini"
2589,"Jörg","Engel","male","german",18,390,5,14,"Gemini"
2660,"Jörg","Engel","male","german",18,389,6,26,"Gemini"
2793,"Jörg","Engel","male","german",18,370,9,8,"Gemini"
2795,"Jörg","Engel","","",18,NA,NA,NA,"Gemini"
2860,"Jörg","Engel","male","german",18,427,8,25,"Gemini"
2927,"Jörg","Engel","male","german",18,391,7,10,"Gemini"
307,"Jörg","Engel","male","german",18,380,11,10,"Gemini"
3131,"Jörg","Engel","male","german",18,389,5,13,"Gemini"
377,"Jörg","Engel","male","german",18,394,13,7,"Gemini"
465,"Jörg","Engel","","",18,NA,NA,NA,"Gemini"
528,"Jörg","Engel","male","german",18,441,7,10,"Gemini"
571,"Jörg","Engel","male","german",18,388,8,6,"Gemini"
6,"Jörg","Engel","male","german",18,334,10,13,"Gemini"
762,"Jörg","Engel","male","german",18,381,6,13,"Gemini"
778,"Jörg","Engel","male","german",18,413,9,9,"Gemini"
930,"Jörg","Engel","male","german",18,432,4,11,"Gemini"
1416,"Kai","Lindner","male","german",6,387,4,16,"Gemini"
1485,"Kai","Lindner","male","german",6,309,8,9,"Gemini"
1665,"Kai","Lindner","male","german",6,426,10,12,"Gemini"
1737,"Kai","Lindner","male","german",6,348,10,13,"Gemini"
176,"Kai","Lindner","male","german",6,384,5,11,"Gemini"
1871,"Kai","Lindner","male","german",6,310,6,7,"Gemini"
1885,"Kai","Lindner","male","german",6,484,9,18,"Gemini"
201,"Kai","Lindner","male","german",6,390,5,15,"Gemini"
2100,"Kai","Lindner","","",6,NA,NA,NA,"Gemini"
2147,"Kai","Lindner","male","german",6,416,6,8,"Gemini"
2168,"Kai","Lindner","male","german",6,302,6,9,"Gemini"
2173,"Kai","Lindner","male","german",6,424,10,11,"Gemini"
221,"Kai","Lindner","male","german",6,370,11,5,"Gemini"
2566,"Kai","Lindner","male","german",6,388,6,10,"Gemini"
2589,"Kai","Lindner","male","german",6,350,5,8,"Gemini"
2660,"Kai","Lindner","male","german",6,358,6,20,"Gemini"
2793,"Kai","Lindner","male","german",6,362,5,12,"Gemini"
2795,"Kai","Lindner","male","german",6,334,6,7,"Gemini"
2860,"Kai","Lindner","male","german",6,352,2,17,"Gemini"
2927,"Kai","Lindner","male","german",6,440,7,12,"Gemini"
307,"Kai","Lindner","male","german",6,422,14,8,"Gemini"
3131,"Kai","Lindner","male","german",6,361,7,11,"Gemini"
377,"Kai","Lindner","male","german",6,499,12,13,"Gemini"
465,"Kai","Lindner","","",6,NA,NA,NA,"Gemini"
528,"Kai","Lindner","male","german",6,470,12,10,"Gemini"
571,"Kai","Lindner","male","german",6,404,6,10,"Gemini"
6,"Kai","Lindner","male","german",6,253,10,8,"Gemini"
762,"Kai","Lindner","male","german",6,327,7,13,"Gemini"
778,"Kai","Lindner","male","german",6,358,5,11,"Gemini"
930,"Kai","Lindner","male","german",6,521,6,14,"Gemini"
1416,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
1485,"Kübra","Ayyildiz","female","turkish",23,412,9,10,"Gemini"
1665,"Kübra","Ayyildiz","female","turkish",23,492,9,16,"Gemini"
1737,"Kübra","Ayyildiz","female","turkish",23,351,7,16,"Gemini"
176,"Kübra","Ayyildiz","female","turkish",23,495,5,12,"Gemini"
1871,"Kübra","Ayyildiz","female","turkish",23,364,5,15,"Gemini"
1885,"Kübra","Ayyildiz","female","turkish",23,406,9,14,"Gemini"
201,"Kübra","Ayyildiz","female","turkish",23,323,6,9,"Gemini"
2100,"Kübra","Ayyildiz","female","turkish",23,384,7,9,"Gemini"
2147,"Kübra","Ayyildiz","female","turkish",23,387,4,14,"Gemini"
2168,"Kübra","Ayyildiz","female","turkish",23,355,3,14,"Gemini"
2173,"Kübra","Ayyildiz","female","turkish",23,463,6,11,"Gemini"
221,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
2566,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
2589,"Kübra","Ayyildiz","female","turkish",23,355,5,13,"Gemini"
2660,"Kübra","Ayyildiz","female","turkish",23,279,5,16,"Gemini"
2793,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
2795,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
2860,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
2927,"Kübra","Ayyildiz","female","turkish",23,398,6,14,"Gemini"
307,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
3131,"Kübra","Ayyildiz","female","turkish",23,398,5,15,"Gemini"
377,"Kübra","Ayyildiz","female","turkish",23,520,8,19,"Gemini"
465,"Kübra","Ayyildiz","female","turkish",23,433,4,13,"Gemini"
528,"Kübra","Ayyildiz","female","turkish",23,424,8,11,"Gemini"
571,"Kübra","Ayyildiz","female","turkish",23,396,6,11,"Gemini"
6,"Kübra","Ayyildiz","","",23,NA,NA,NA,"Gemini"
762,"Kübra","Ayyildiz","female","turkish",23,328,4,7,"Gemini"
778,"Kübra","Ayyildiz","female","turkish",23,420,8,12,"Gemini"
930,"Kübra","Ayyildiz","female","turkish",23,566,6,14,"Gemini"
1416,"Levent","Karakaya","male","turkish",34,369,6,10,"Gemini"
1485,"Levent","Karakaya","male","turkish",34,379,7,11,"Gemini"
1665,"Levent","Karakaya","male","turkish",34,464,8,8,"Gemini"
1737,"Levent","Karakaya","male","turkish",34,316,5,7,"Gemini"
176,"Levent","Karakaya","male","turkish",34,412,7,12,"Gemini"
1871,"Levent","Karakaya","male","turkish",34,321,6,12,"Gemini"
1885,"Levent","Karakaya","","",34,NA,NA,NA,"Gemini"
201,"Levent","Karakaya","male","turkish",34,421,9,9,"Gemini"
2100,"Levent","Karakaya","","",34,NA,NA,NA,"Gemini"
2147,"Levent","Karakaya","male","turkish",34,318,7,10,"Gemini"
2168,"Levent","Karakaya","male","turkish",34,347,4,9,"Gemini"
2173,"Levent","Karakaya","male","turkish",34,400,13,11,"Gemini"
221,"Levent","Karakaya","male","turkish",34,365,10,9,"Gemini"
2566,"Levent","Karakaya","male","turkish",34,367,4,7,"Gemini"
2589,"Levent","Karakaya","male","turkish",34,353,6,12,"Gemini"
2660,"Levent","Karakaya","male","turkish",34,375,5,21,"Gemini"
2793,"Levent","Karakaya","male","turkish",34,447,9,7,"Gemini"
2795,"Levent","Karakaya","male","turkish",34,389,6,17,"Gemini"
2860,"Levent","Karakaya","","",34,NA,NA,NA,"Gemini"
2927,"Levent","Karakaya","male","turkish",34,428,6,9,"Gemini"
307,"Levent","Karakaya","male","turkish",34,434,13,7,"Gemini"
3131,"Levent","Karakaya","male","turkish",34,364,6,11,"Gemini"
377,"Levent","Karakaya","male","turkish",34,391,9,7,"Gemini"
465,"Levent","Karakaya","male","turkish",34,361,7,13,"Gemini"
528,"Levent","Karakaya","","",34,NA,NA,NA,"Gemini"
571,"Levent","Karakaya","male","turkish",34,377,10,3,"Gemini"
6,"Levent","Karakaya","male","turkish",34,272,9,8,"Gemini"
762,"Levent","Karakaya","male","turkish",34,446,4,16,"Gemini"
778,"Levent","Karakaya","male","turkish",34,472,13,17,"Gemini"
930,"Levent","Karakaya","male","turkish",34,455,4,7,"Gemini"
1416,"Marcel","Popp","male","german",2,302,4,10,"Gemini"
1485,"Marcel","Popp","male","german",2,411,7,14,"Gemini"
1665,"Marcel","Popp","male","german",2,478,13,15,"Gemini"
1737,"Marcel","Popp","male","german",2,417,12,12,"Gemini"
176,"Marcel","Popp","male","german",2,433,5,6,"Gemini"
1871,"Marcel","Popp","male","german",2,366,2,21,"Gemini"
1885,"Marcel","Popp","","",2,NA,NA,NA,"Gemini"
201,"Marcel","Popp","male","german",2,419,5,14,"Gemini"
2100,"Marcel","Popp","male","german",2,349,6,11,"Gemini"
2147,"Marcel","Popp","male","german",2,442,8,18,"Gemini"
2168,"Marcel","Popp","male","german",2,343,5,8,"Gemini"
2173,"Marcel","Popp","male","german",2,398,7,9,"Gemini"
221,"Marcel","Popp","male","german",2,511,13,8,"Gemini"
2566,"Marcel","Popp","male","german",2,299,4,7,"Gemini"
2589,"Marcel","Popp","male","german",2,361,5,8,"Gemini"
2660,"Marcel","Popp","male","german",2,246,2,16,"Gemini"
2793,"Marcel","Popp","male","german",2,397,6,10,"Gemini"
2795,"Marcel","Popp","male","german",2,315,5,11,"Gemini"
2860,"Marcel","Popp","male","german",2,364,5,19,"Gemini"
2927,"Marcel","Popp","male","german",2,467,6,13,"Gemini"
307,"Marcel","Popp","male","german",2,372,9,4,"Gemini"
3131,"Marcel","Popp","male","german",2,308,3,8,"Gemini"
377,"Marcel","Popp","male","german",2,549,13,20,"Gemini"
465,"Marcel","Popp","","",2,NA,NA,NA,"Gemini"
528,"Marcel","Popp","male","german",2,509,11,10,"Gemini"
571,"Marcel","Popp","male","german",2,373,5,3,"Gemini"
6,"Marcel","Popp","male","german",2,321,13,6,"Gemini"
762,"Marcel","Popp","male","german",2,365,8,15,"Gemini"
778,"Marcel","Popp","male","german",2,374,8,10,"Gemini"
930,"Marcel","Popp","male","german",2,467,4,11,"Gemini"
1416,"Marco","Neubauer","male","german",10,325,5,8,"Gemini"
1485,"Marco","Neubauer","male","german",10,317,8,4,"Gemini"
1665,"Marco","Neubauer","male","german",10,507,9,12,"Gemini"
1737,"Marco","Neubauer","male","german",10,371,12,11,"Gemini"
176,"Marco","Neubauer","male","german",10,409,6,11,"Gemini"
1871,"Marco","Neubauer","male","german",10,362,7,13,"Gemini"
1885,"Marco","Neubauer","","",10,NA,NA,NA,"Gemini"
201,"Marco","Neubauer","male","german",10,345,8,23,"Gemini"
2100,"Marco","Neubauer","male","german",10,432,9,17,"Gemini"
2147,"Marco","Neubauer","male","german",10,369,6,6,"Gemini"
2168,"Marco","Neubauer","male","german",10,347,6,12,"Gemini"
2173,"Marco","Neubauer","male","german",10,414,7,14,"Gemini"
221,"Marco","Neubauer","male","german",10,300,10,8,"Gemini"
2566,"Marco","Neubauer","","",10,NA,NA,NA,"Gemini"
2589,"Marco","Neubauer","male","german",10,421,7,11,"Gemini"
2660,"Marco","Neubauer","male","german",10,413,6,21,"Gemini"
2793,"Marco","Neubauer","male","german",10,489,11,14,"Gemini"
2795,"Marco","Neubauer","male","german",10,275,7,11,"Gemini"
2860,"Marco","Neubauer","male","german",10,349,2,19,"Gemini"
2927,"Marco","Neubauer","male","german",10,477,6,13,"Gemini"
307,"Marco","Neubauer","","",10,NA,NA,NA,"Gemini"
3131,"Marco","Neubauer","male","german",10,375,4,10,"Gemini"
377,"Marco","Neubauer","male","german",10,440,8,12,"Gemini"
465,"Marco","Neubauer","male","german",10,280,4,7,"Gemini"
528,"Marco","Neubauer","male","german",10,464,7,12,"Gemini"
571,"Marco","Neubauer","male","german",10,431,6,11,"Gemini"
6,"Marco","Neubauer","male","german",10,289,9,11,"Gemini"
762,"Marco","Neubauer","male","german",10,406,5,13,"Gemini"
778,"Marco","Neubauer","","",10,NA,NA,NA,"Gemini"
930,"Marco","Neubauer","male","german",10,543,5,9,"Gemini"
1416,"Mareen","Stoll","female","german",3,328,2,11,"Gemini"
1485,"Mareen","Stoll","female","german",3,401,11,11,"Gemini"
1665,"Mareen","Stoll","female","german",3,422,11,11,"Gemini"
1737,"Mareen","Stoll","female","german",3,324,11,10,"Gemini"
176,"Mareen","Stoll","","",3,NA,NA,NA,"Gemini"
1871,"Mareen","Stoll","female","german",3,432,9,14,"Gemini"
1885,"Mareen","Stoll","","",3,NA,NA,NA,"Gemini"
201,"Mareen","Stoll","female","german",3,380,10,11,"Gemini"
2100,"Mareen","Stoll","female","german",3,549,9,19,"Gemini"
2147,"Mareen","Stoll","female","german",3,373,8,9,"Gemini"
2168,"Mareen","Stoll","female","german",3,335,6,16,"Gemini"
2173,"Mareen","Stoll","female","german",3,443,12,9,"Gemini"
221,"Mareen","Stoll","female","german",3,380,17,10,"Gemini"
2566,"Mareen","Stoll","female","german",3,337,4,5,"Gemini"
2589,"Mareen","Stoll","female","german",3,311,1,10,"Gemini"
2660,"Mareen","Stoll","female","german",3,388,7,28,"Gemini"
2793,"Mareen","Stoll","female","german",3,429,10,12,"Gemini"
2795,"Mareen","Stoll","female","german",3,416,6,20,"Gemini"
2860,"Mareen","Stoll","female","german",3,335,2,14,"Gemini"
2927,"Mareen","Stoll","","",3,NA,NA,NA,"Gemini"
307,"Mareen","Stoll","","",3,NA,NA,NA,"Gemini"
3131,"Mareen","Stoll","female","german",3,756,11,22,"Gemini"
377,"Mareen","Stoll","female","german",3,454,9,8,"Gemini"
465,"Mareen","Stoll","","",3,NA,NA,NA,"Gemini"
528,"Mareen","Stoll","female","german",3,409,11,9,"Gemini"
571,"Mareen","Stoll","female","german",3,457,4,12,"Gemini"
6,"Mareen","Stoll","female","german",3,304,6,12,"Gemini"
762,"Mareen","Stoll","female","german",3,405,2,11,"Gemini"
778,"Mareen","Stoll","female","german",3,406,7,11,"Gemini"
930,"Mareen","Stoll","female","german",3,526,6,9,"Gemini"
1416,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
1485,"Michael","Ackermann","male","german",16,361,9,11,"Gemini"
1665,"Michael","Ackermann","male","german",16,358,6,10,"Gemini"
1737,"Michael","Ackermann","male","german",16,390,8,16,"Gemini"
176,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
1871,"Michael","Ackermann","male","german",16,477,6,18,"Gemini"
1885,"Michael","Ackermann","male","german",16,476,11,24,"Gemini"
201,"Michael","Ackermann","male","german",16,386,6,13,"Gemini"
2100,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
2147,"Michael","Ackermann","male","german",16,421,7,12,"Gemini"
2168,"Michael","Ackermann","male","german",16,371,7,15,"Gemini"
2173,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
221,"Michael","Ackermann","male","german",16,326,9,14,"Gemini"
2566,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
2589,"Michael","Ackermann","male","german",16,327,5,10,"Gemini"
2660,"Michael","Ackermann","male","german",16,353,6,17,"Gemini"
2793,"Michael","Ackermann","male","german",16,444,7,11,"Gemini"
2795,"Michael","Ackermann","male","german",16,318,8,16,"Gemini"
2860,"Michael","Ackermann","male","german",16,366,6,21,"Gemini"
2927,"Michael","Ackermann","male","german",16,326,6,4,"Gemini"
307,"Michael","Ackermann","male","german",16,384,10,8,"Gemini"
3131,"Michael","Ackermann","male","german",16,451,5,11,"Gemini"
377,"Michael","Ackermann","male","german",16,438,12,18,"Gemini"
465,"Michael","Ackermann","male","german",16,389,5,10,"Gemini"
528,"Michael","Ackermann","male","german",16,501,11,10,"Gemini"
571,"Michael","Ackermann","male","german",16,348,6,6,"Gemini"
6,"Michael","Ackermann","male","german",16,316,9,13,"Gemini"
762,"Michael","Ackermann","","",16,NA,NA,NA,"Gemini"
778,"Michael","Ackermann","male","german",16,416,6,13,"Gemini"
930,"Michael","Ackermann","male","german",16,546,6,9,"Gemini"
1416,"Necla","Akman","female","turkish",27,371,4,12,"Gemini"
1485,"Necla","Akman","female","turkish",27,307,10,7,"Gemini"
1665,"Necla","Akman","female","turkish",27,399,11,9,"Gemini"
1737,"Necla","Akman","female","turkish",27,343,7,11,"Gemini"
176,"Necla","Akman","female","turkish",27,540,7,11,"Gemini"
1871,"Necla","Akman","female","turkish",27,418,8,17,"Gemini"
1885,"Necla","Akman","female","turkish",27,468,9,23,"Gemini"
201,"Necla","Akman","","",27,NA,NA,NA,"Gemini"
2100,"Necla","Akman","female","turkish",27,449,7,15,"Gemini"
2147,"Necla","Akman","female","turkish",27,352,9,15,"Gemini"
2168,"Necla","Akman","female","turkish",27,276,3,14,"Gemini"
2173,"Necla","Akman","female","turkish",27,408,7,14,"Gemini"
221,"Necla","Akman","female","turkish",27,408,12,9,"Gemini"
2566,"Necla","Akman","female","turkish",27,417,6,13,"Gemini"
2589,"Necla","Akman","female","turkish",27,294,6,11,"Gemini"
2660,"Necla","Akman","female","turkish",27,373,4,26,"Gemini"
2793,"Necla","Akman","female","turkish",27,349,8,9,"Gemini"
2795,"Necla","Akman","female","turkish",27,377,6,15,"Gemini"
2860,"Necla","Akman","female","turkish",27,374,3,23,"Gemini"
2927,"Necla","Akman","female","turkish",27,379,8,9,"Gemini"
307,"Necla","Akman","","",27,NA,NA,NA,"Gemini"
3131,"Necla","Akman","female","turkish",27,409,4,11,"Gemini"
377,"Necla","Akman","female","turkish",27,428,13,11,"Gemini"
465,"Necla","Akman","","",27,NA,NA,NA,"Gemini"
528,"Necla","Akman","female","turkish",27,387,9,8,"Gemini"
571,"Necla","Akman","female","turkish",27,370,7,10,"Gemini"
6,"Necla","Akman","female","turkish",27,314,10,12,"Gemini"
762,"Necla","Akman","female","turkish",27,387,3,14,"Gemini"
778,"Necla","Akman","female","turkish",27,325,5,11,"Gemini"
930,"Necla","Akman","","",27,NA,NA,NA,"Gemini"
1416,"Nicole","Engel","female","german",17,324,3,10,"Gemini"
1485,"Nicole","Engel","female","german",17,367,7,16,"Gemini"
1665,"Nicole","Engel","female","german",17,500,14,15,"Gemini"
1737,"Nicole","Engel","female","german",17,374,9,12,"Gemini"
176,"Nicole","Engel","","",17,NA,NA,NA,"Gemini"
1871,"Nicole","Engel","female","german",17,378,6,20,"Gemini"
1885,"Nicole","Engel","","",17,NA,NA,NA,"Gemini"
201,"Nicole","Engel","female","german",17,386,6,13,"Gemini"
2100,"Nicole","Engel","female","german",17,441,5,16,"Gemini"
2147,"Nicole","Engel","female","german",17,375,8,14,"Gemini"
2168,"Nicole","Engel","female","german",17,328,7,9,"Gemini"
2173,"Nicole","Engel","female","german",17,380,10,9,"Gemini"
221,"Nicole","Engel","female","german",17,349,14,7,"Gemini"
2566,"Nicole","Engel","female","german",17,351,3,7,"Gemini"
2589,"Nicole","Engel","","",17,NA,NA,NA,"Gemini"
2660,"Nicole","Engel","female","german",17,394,10,30,"Gemini"
2793,"Nicole","Engel","female","german",17,358,6,9,"Gemini"
2795,"Nicole","Engel","female","german",17,340,4,11,"Gemini"
2860,"Nicole","Engel","female","german",17,398,6,21,"Gemini"
2927,"Nicole","Engel","female","german",17,472,7,15,"Gemini"
307,"Nicole","Engel","female","german",17,373,12,5,"Gemini"
3131,"Nicole","Engel","female","german",17,471,6,20,"Gemini"
377,"Nicole","Engel","female","german",17,353,11,11,"Gemini"
465,"Nicole","Engel","","",17,NA,NA,NA,"Gemini"
528,"Nicole","Engel","female","german",17,505,7,17,"Gemini"
571,"Nicole","Engel","female","german",17,363,6,6,"Gemini"
6,"Nicole","Engel","female","german",17,255,6,7,"Gemini"
762,"Nicole","Engel","female","german",17,399,5,17,"Gemini"
778,"Nicole","Engel","female","german",17,431,9,18,"Gemini"
930,"Nicole","Engel","","",17,NA,NA,NA,"Gemini"
1416,"Onur","Ayyildiz","male","turkish",24,339,5,6,"Gemini"
1485,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
1665,"Onur","Ayyildiz","male","turkish",24,406,11,16,"Gemini"
1737,"Onur","Ayyildiz","male","turkish",24,284,6,12,"Gemini"
176,"Onur","Ayyildiz","male","turkish",24,471,6,7,"Gemini"
1871,"Onur","Ayyildiz","male","turkish",24,516,10,26,"Gemini"
1885,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
201,"Onur","Ayyildiz","male","turkish",24,378,11,15,"Gemini"
2100,"Onur","Ayyildiz","male","turkish",24,483,9,22,"Gemini"
2147,"Onur","Ayyildiz","male","turkish",24,347,6,8,"Gemini"
2168,"Onur","Ayyildiz","male","turkish",24,361,3,14,"Gemini"
2173,"Onur","Ayyildiz","male","turkish",24,360,11,12,"Gemini"
221,"Onur","Ayyildiz","male","turkish",24,368,7,11,"Gemini"
2566,"Onur","Ayyildiz","male","turkish",24,413,3,12,"Gemini"
2589,"Onur","Ayyildiz","male","turkish",24,384,4,13,"Gemini"
2660,"Onur","Ayyildiz","male","turkish",24,278,4,11,"Gemini"
2793,"Onur","Ayyildiz","male","turkish",24,356,9,7,"Gemini"
2795,"Onur","Ayyildiz","male","turkish",24,360,5,14,"Gemini"
2860,"Onur","Ayyildiz","male","turkish",24,367,3,16,"Gemini"
2927,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
307,"Onur","Ayyildiz","male","turkish",24,415,14,10,"Gemini"
3131,"Onur","Ayyildiz","male","turkish",24,451,4,16,"Gemini"
377,"Onur","Ayyildiz","male","turkish",24,491,11,9,"Gemini"
465,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
528,"Onur","Ayyildiz","male","turkish",24,446,10,12,"Gemini"
571,"Onur","Ayyildiz","male","turkish",24,462,8,7,"Gemini"
6,"Onur","Ayyildiz","male","turkish",24,304,11,12,"Gemini"
762,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
778,"Onur","Ayyildiz","male","turkish",24,394,11,7,"Gemini"
930,"Onur","Ayyildiz","","",24,NA,NA,NA,"Gemini"
1416,"Orhan","Turan","male","turkish",26,388,3,6,"Gemini"
1485,"Orhan","Turan","male","turkish",26,407,10,10,"Gemini"
1665,"Orhan","Turan","male","turkish",26,502,14,12,"Gemini"
1737,"Orhan","Turan","male","turkish",26,363,9,7,"Gemini"
176,"Orhan","Turan","male","turkish",26,438,5,13,"Gemini"
1871,"Orhan","Turan","male","turkish",26,322,3,14,"Gemini"
1885,"Orhan","Turan","","",26,NA,NA,NA,"Gemini"
201,"Orhan","Turan","male","turkish",26,376,8,17,"Gemini"
2100,"Orhan","Turan","","",26,NA,NA,NA,"Gemini"
2147,"Orhan","Turan","male","turkish",26,299,6,10,"Gemini"
2168,"Orhan","Turan","male","turkish",26,227,3,9,"Gemini"
2173,"Orhan","Turan","male","turkish",26,432,7,9,"Gemini"
221,"Orhan","Turan","male","turkish",26,443,13,7,"Gemini"
2566,"Orhan","Turan","male","turkish",26,329,3,8,"Gemini"
2589,"Orhan","Turan","male","turkish",26,396,3,17,"Gemini"
2660,"Orhan","Turan","male","turkish",26,335,7,27,"Gemini"
2793,"Orhan","Turan","male","turkish",26,442,9,8,"Gemini"
2795,"Orhan","Turan","male","turkish",26,313,6,9,"Gemini"
2860,"Orhan","Turan","male","turkish",26,422,6,21,"Gemini"
2927,"Orhan","Turan","male","turkish",26,462,7,7,"Gemini"
307,"Orhan","Turan","","",26,NA,NA,NA,"Gemini"
3131,"Orhan","Turan","male","turkish",26,348,4,11,"Gemini"
377,"Orhan","Turan","male","turkish",26,495,6,20,"Gemini"
465,"Orhan","Turan","male","turkish",26,365,3,9,"Gemini"
528,"Orhan","Turan","male","turkish",26,473,10,16,"Gemini"
571,"Orhan","Turan","male","turkish",26,387,5,11,"Gemini"
6,"Orhan","Turan","","",26,NA,NA,NA,"Gemini"
762,"Orhan","Turan","male","turkish",26,355,4,10,"Gemini"
778,"Orhan","Turan","male","turkish",26,444,7,9,"Gemini"
930,"Orhan","Turan","male","turkish",26,533,8,8,"Gemini"
1416,"Philipp","Stoll","","",4,NA,NA,NA,"Gemini"
1485,"Philipp","Stoll","male","german",4,361,7,20,"Gemini"
1665,"Philipp","Stoll","male","german",4,556,14,22,"Gemini"
1737,"Philipp","Stoll","male","german",4,356,11,14,"Gemini"
176,"Philipp","Stoll","male","german",4,576,5,17,"Gemini"
1871,"Philipp","Stoll","male","german",4,381,3,16,"Gemini"
1885,"Philipp","Stoll","male","german",4,420,10,13,"Gemini"
201,"Philipp","Stoll","male","german",4,386,8,12,"Gemini"
2100,"Philipp","Stoll","male","german",4,398,5,13,"Gemini"
2147,"Philipp","Stoll","","",4,NA,NA,NA,"Gemini"
2168,"Philipp","Stoll","male","german",4,371,4,12,"Gemini"
2173,"Philipp","Stoll","male","german",4,475,11,15,"Gemini"
221,"Philipp","Stoll","male","german",4,397,11,10,"Gemini"
2566,"Philipp","Stoll","","",4,NA,NA,NA,"Gemini"
2589,"Philipp","Stoll","male","german",4,358,1,13,"Gemini"
2660,"Philipp","Stoll","male","german",4,387,5,24,"Gemini"
2793,"Philipp","Stoll","male","german",4,369,9,8,"Gemini"
2795,"Philipp","Stoll","male","german",4,311,4,12,"Gemini"
2860,"Philipp","Stoll","male","german",4,690,6,27,"Gemini"
2927,"Philipp","Stoll","male","german",4,443,9,14,"Gemini"
307,"Philipp","Stoll","male","german",4,402,11,5,"Gemini"
3131,"Philipp","Stoll","male","german",4,475,6,16,"Gemini"
377,"Philipp","Stoll","","",4,NA,NA,NA,"Gemini"
465,"Philipp","Stoll","male","german",4,449,9,9,"Gemini"
528,"Philipp","Stoll","male","german",4,490,12,11,"Gemini"
571,"Philipp","Stoll","male","german",4,386,4,13,"Gemini"
6,"Philipp","Stoll","","",4,NA,NA,NA,"Gemini"
762,"Philipp","Stoll","male","german",4,352,3,13,"Gemini"
778,"Philipp","Stoll","male","german",4,356,7,9,"Gemini"
930,"Philipp","Stoll","male","german",4,510,7,13,"Gemini"
1416,"Ramona","Popp","female","german",1,341,2,8,"Gemini"
1485,"Ramona","Popp","female","german",1,323,5,9,"Gemini"
1665,"Ramona","Popp","female","german",1,453,12,11,"Gemini"
1737,"Ramona","Popp","female","german",1,310,6,12,"Gemini"
176,"Ramona","Popp","","",1,NA,NA,NA,"Gemini"
1871,"Ramona","Popp","female","german",1,388,6,26,"Gemini"
1885,"Ramona","Popp","female","german",1,359,10,14,"Gemini"
201,"Ramona","Popp","","",1,NA,NA,NA,"Gemini"
2100,"Ramona","Popp","female","german",1,471,9,18,"Gemini"
2147,"Ramona","Popp","female","german",1,336,10,14,"Gemini"
2168,"Ramona","Popp","female","german",1,300,2,11,"Gemini"
2173,"Ramona","Popp","female","german",1,341,5,12,"Gemini"
221,"Ramona","Popp","female","german",1,385,8,13,"Gemini"
2566,"Ramona","Popp","female","german",1,450,8,8,"Gemini"
2589,"Ramona","Popp","female","german",1,363,6,10,"Gemini"
2660,"Ramona","Popp","female","german",1,351,5,21,"Gemini"
2793,"Ramona","Popp","female","german",1,457,8,8,"Gemini"
2795,"Ramona","Popp","female","german",1,383,8,11,"Gemini"
2860,"Ramona","Popp","female","german",1,375,3,18,"Gemini"
2927,"Ramona","Popp","female","german",1,433,6,11,"Gemini"
307,"Ramona","Popp","female","german",1,390,13,12,"Gemini"
3131,"Ramona","Popp","female","german",1,350,4,10,"Gemini"
377,"Ramona","Popp","","",1,NA,NA,NA,"Gemini"
465,"Ramona","Popp","female","german",1,406,6,8,"Gemini"
528,"Ramona","Popp","female","german",1,457,12,10,"Gemini"
