profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
1485,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,196,69,4,12,3,1,9,98,352.0408163265306,20.408163265306122,61.224489795918366,15.306122448979592,5.1020408163265305,45.91836734693877,500.0
1665,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,254,79,5,22,3,3,13,129,311.0236220472441,19.68503937007874,86.61417322834646,11.811023622047244,11.811023622047244,51.181102362204726,507.8740157480315
1737,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,219,76,5,20,7,4,9,98,347.0319634703196,22.831050228310502,91.32420091324201,31.963470319634705,18.264840182648403,41.09589041095891,447.48858447488584
176,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,273,76,6,30,6,4,8,143,278.38827838827837,21.978021978021978,109.89010989010988,21.978021978021978,14.652014652014651,29.304029304029303,523.8095238095237
1871,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,237,81,7,15,5,4,11,114,341.7721518987342,29.535864978902953,63.291139240506325,21.09704641350211,16.877637130801688,46.41350210970464,481.0126582278481
1885,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,214,69,7,15,7,6,9,101,322.4299065420561,32.71028037383178,70.09345794392523,32.71028037383178,28.037383177570092,42.05607476635514,471.96261682242994
201,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,209,76,5,22,6,4,10,86,363.6363636363636,23.923444976076556,105.26315789473685,28.708133971291865,19.138755980861244,47.84688995215311,411.48325358851673
2100,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,212,85,4,18,1,7,9,88,400.94339622641513,18.867924528301888,84.9056603773585,4.716981132075472,33.0188679245283,42.45283018867925,415.09433962264154
2147,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,245,85,8,12,3,6,16,115,346.9387755102041,32.6530612244898,48.9795918367347,12.244897959183675,24.48979591836735,65.3061224489796,469.38775510204084
2168,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,209,67,5,14,4,4,17,98,320.57416267942585,23.923444976076556,66.98564593301435,19.138755980861244,19.138755980861244,81.33971291866028,468.8995215311005
2173,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,276,92,8,12,6,6,18,134,333.33333333333337,28.985507246376812,43.47826086956522,21.73913043478261,21.73913043478261,65.21739130434783,485.5072463768116
221,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,281,89,8,24,5,5,16,134,316.7259786476868,28.469750889679716,85.40925266903915,17.793594306049823,17.793594306049823,56.93950177935943,476.86832740213526
2566,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,229,64,5,16,6,4,10,124,279.4759825327511,21.83406113537118,69.86899563318778,26.200873362445417,17.467248908296945,43.66812227074236,541.4847161572053
2589,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,269,84,6,24,1,3,8,143,312.26765799256503,22.304832713754646,89.21933085501858,3.717472118959108,11.152416356877323,29.739776951672862,531.5985130111524
2660,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,225,75,5,18,3,5,12,107,333.33333333333337,22.22222222222222,80.0,13.333333333333334,22.22222222222222,53.333333333333336,475.5555555555556
2793,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,225,90,4,13,4,3,14,97,400.0,17.77777777777778,57.77777777777778,17.77777777777778,13.333333333333334,62.22222222222223,431.11111111111114
2795,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,238,75,5,23,4,3,11,117,315.1260504201681,21.008403361344538,96.63865546218487,16.80672268907563,12.605042016806724,46.21848739495798,491.5966386554622
2860,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,284,96,5,21,3,2,17,140,338.02816901408454,17.605633802816904,73.94366197183099,10.563380281690142,7.042253521126761,59.85915492957747,492.9577464788733
2927,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,234,65,3,16,5,3,16,126,277.77777777777777,12.820512820512821,68.37606837606837,21.367521367521366,12.820512820512821,68.37606837606837,538.4615384615385
307,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,257,94,4,20,4,5,12,118,365.75875486381324,15.56420233463035,77.82101167315174,15.56420233463035,19.455252918287936,46.69260700389105,459.14396887159535
